amount,time_of_day,receiver_age_days,receiver_report_count,location_risk,device_trust_score,is_fraud
4897.34,0,204,0,0.264,0.477,0
2238.66,15,19,1,0.312,0.616,0
8675.44,19,76,2,0.373,0.909,1
1389.86,2,65,0,0.125,0.763,0
3491.43,22,170,0,0.071,0.73,0
1343.21,16,168,0,0.018,0.937,1
6941.11,12,104,0,0.155,0.965,1
173.29,14,176,1,0.387,0.684,1
2393.63,19,33,0,0.431,0.557,0
8357.11,21,33,1,0.217,0.729,0
3187.49,6,165,1,0.122,0.939,0
4889.65,1,239,0,0.123,0.642,0
3051.98,8,179,0,0.274,0.499,0
8027.33,2,59,0,0.087,0.841,0
3678.23,2,21,0,0.641,0.509,0
1799.53,1,522,2,0.122,0.683,0
10164.45,2,117,0,0.307,0.649,0
463.87,21,18,0,0.191,0.381,0
556.94,10,264,0,0.069,0.463,1
4424.27,4,4,0,0.266,0.921,0
1191.67,16,252,1,0.161,0.806,0
3229.98,8,20,0,0.27,0.874,0
1271.37,0,246,0,0.113,0.492,0
3431.1,2,459,1,0.109,0.649,0
534.9,19,157,0,0.313,0.5,0
2608.85,7,9,0,0.477,0.5,0
4439.84,14,109,1,0.18,0.572,0
5189.04,12,31,0,0.172,0.894,0
10661.77,2,102,0,0.396,0.869,0
2266.68,5,128,0,0.075,0.848,0
9244.07,22,18,0,0.18,0.596,0
4448.95,17,181,1,0.091,0.656,0
1553.51,14,11,2,0.174,0.474,0
6108.91,20,271,0,0.438,0.882,0
1631.49,3,222,1,0.517,0.789,0
463.68,3,83,0,0.374,0.479,0
1069.33,16,16,0,0.355,0.771,0
1656.8,15,330,0,0.595,0.439,0
446.88,20,247,1,0.513,0.748,0
1620.96,10,87,0,0.234,0.841,0
3061.59,6,70,0,0.649,0.765,0
13117.11,10,107,0,0.598,0.8,1
1426.23,23,683,1,0.298,0.914,1
3953.52,10,91,0,0.299,0.6,0
2876.43,23,47,0,0.239,0.658,0
1127.99,6,291,0,0.101,0.454,0
9491.36,19,244,0,0.199,0.898,0
1120.74,19,34,0,0.122,0.784,0
1826.5,22,341,0,0.323,0.542,0
1146.42,1,178,0,0.271,0.901,0
2508.82,8,71,0,0.105,0.464,0
4324.14,4,86,0,0.135,0.67,0
4175.11,4,326,0,0.214,0.846,0
1488.43,12,79,0,0.035,0.564,0
2708.55,21,234,0,0.353,0.651,0
8019.41,3,3,0,0.243,0.675,0
4003.72,0,66,0,0.247,0.629,0
12300.08,15,59,0,0.502,0.795,0
7450.78,4,414,1,0.452,0.424,1
6302.35,6,623,0,0.208,0.628,1
3268.14,19,422,0,0.232,0.424,0
3410.44,10,53,1,0.33,0.839,0
8203.32,11,73,0,0.084,0.677,0
3194.25,18,327,1,0.711,0.734,1
3706.39,23,3,0,0.601,0.896,1
3013.42,15,719,0,0.211,0.65,1
3422.89,15,379,1,0.17,0.915,0
655.01,1,14,1,0.481,0.85,0
2661.73,15,101,0,0.532,0.817,1
9871.24,17,229,1,0.244,0.724,1
501.24,5,17,0,0.436,0.444,1
2740.25,15,225,1,0.291,0.645,0
4831.78,21,224,0,0.473,0.308,0
3724.34,10,161,0,0.647,0.81,1
101.36,10,100,0,0.41,0.785,0
2994.77,4,24,1,0.207,0.908,1
1477.89,16,41,0,0.136,0.927,0
1863.06,9,337,0,0.115,0.946,0
3492.27,21,453,0,0.136,0.394,1
5930.46,1,189,0,0.096,0.64,1
2508.94,20,56,0,0.388,0.596,1
2407.41,9,152,0,0.122,0.604,0
5343.63,13,47,0,0.235,0.801,0
5273.03,10,84,0,0.078,0.778,0
1155.31,1,197,2,0.32,0.696,0
16723.21,20,86,0,0.285,0.882,0
6170.1,17,631,0,0.302,0.89,1
3862.92,14,678,0,0.065,0.505,0
1638.61,21,39,2,0.295,0.6,0
3928.75,8,116,0,0.187,0.414,0
2481.72,1,209,2,0.268,0.83,0
5485.55,11,297,0,0.351,0.466,0
6245.48,5,161,2,0.4,0.708,0
2688.91,22,63,0,0.34,0.885,0
5732.6,1,697,0,0.409,0.768,0
489.95,3,227,0,0.627,0.657,0
5502.5,17,47,0,0.257,0.721,0
5997.49,19,254,1,0.137,0.397,0
5048.76,11,229,0,0.157,0.743,0
12019.49,8,24,1,0.268,0.982,0
2092.67,15,94,0,0.148,0.543,0
2986.38,8,865,0,0.23,0.87,1
1469.72,18,195,0,0.105,0.827,0
747.27,23,481,0,0.142,0.836,0
1601.45,0,126,1,0.075,0.944,0
1730.13,5,115,2,0.175,0.646,0
3110.13,8,73,0,0.221,0.928,0
4245.66,19,142,2,0.14,0.796,0
469.01,23,27,2,0.289,0.745,0
8718.4,11,186,0,0.436,0.703,0
3037.96,10,353,0,0.169,0.572,0
1197.28,16,246,1,0.415,0.517,0
4857.84,17,100,0,0.384,0.889,0
6193.02,7,156,1,0.36,0.594,0
3053.18,4,284,0,0.464,0.41,0
655.24,5,40,1,0.218,0.731,1
844.37,2,51,1,0.175,0.592,0
10297.26,23,775,0,0.359,0.796,0
2396.88,3,5,0,0.73,0.955,0
7453.45,5,7,1,0.076,0.81,0
3038.8,6,228,0,0.356,0.937,0
136.66,10,121,1,0.263,0.768,1
5415.99,5,38,0,0.271,0.874,0
7040.17,5,3,0,0.205,0.944,0
6378.2,21,330,0,0.201,0.638,0
3934.2,1,747,0,0.249,0.842,0
3514.72,14,224,0,0.523,0.594,0
8503.47,14,344,0,0.419,0.671,0
4424.25,22,51,0,0.483,0.915,0
4811.15,1,630,3,0.223,0.936,0
2511.87,16,141,0,0.083,0.959,0
883.33,21,48,0,0.612,0.95,0
1215.94,1,163,1,0.645,0.566,0
4670.13,20,45,1,0.428,0.845,0
5180.09,10,534,1,0.261,0.4,0
10792.85,5,126,0,0.18,0.865,0
2323.12,23,56,0,0.21,0.804,0
7367.1,19,181,1,0.13,0.914,0
1159.79,13,63,1,0.274,0.55,0
3305.93,15,479,1,0.584,0.727,0
2450.37,2,100,0,0.087,0.71,0
4487.73,10,32,0,0.425,0.562,0
718.62,19,435,0,0.202,0.698,0
2368.32,9,89,0,0.302,0.863,0
2766.61,6,207,3,0.3,0.802,0
2621.1,19,386,0,0.382,0.754,0
3327.87,7,140,0,0.214,0.866,0
14195.98,18,524,1,0.461,0.561,1
407.04,22,279,0,0.523,0.749,1
7316.98,21,95,1,0.2,0.846,0
1386.37,16,27,1,0.16,0.653,0
5160.18,20,372,1,0.124,0.811,0
241.4,4,217,0,0.289,0.778,0
2052.24,2,244,0,0.176,0.958,0
4869.22,23,37,0,0.145,0.602,0
4581.93,21,8,1,0.19,0.624,1
2692.29,9,55,0,0.414,0.806,0
3941.73,19,808,1,0.532,0.519,0
3633.24,1,127,2,0.06,0.607,0
9025.77,3,219,0,0.436,0.717,0
2612.4,16,27,0,0.333,0.709,0
1208.04,16,218,1,0.335,0.556,0
5634.94,13,414,0,0.2,0.792,0
6587.35,7,217,2,0.185,0.912,0
1351.15,19,84,2,0.136,0.922,1
7211.15,14,72,0,0.048,0.47,0
4594.81,15,20,2,0.077,0.816,1
4518.24,5,665,1,0.354,0.851,0
6130.69,19,66,1,0.13,0.819,0
2476.81,8,5,0,0.139,0.719,0
1766.61,16,773,1,0.477,0.824,1
1618.52,3,427,0,0.325,0.311,0
4444.11,22,317,0,0.121,0.593,1
8675.38,2,110,0,0.156,0.906,0
4702.01,5,161,0,0.194,0.798,0
4391.95,9,352,0,0.103,0.517,0
2070.75,3,263,1,0.199,0.488,0
3761.4,8,12,0,0.191,0.868,0
6695.13,9,246,0,0.366,0.866,0
7161.03,19,169,1,0.246,0.734,0
3784.59,3,39,1,0.246,0.769,0
2250.05,8,162,1,0.464,0.247,1
2045.45,17,174,0,0.595,0.52,0
6045.54,17,21,0,0.114,0.725,0
7800.03,13,156,0,0.028,0.551,1
2874.95,19,16,0,0.178,0.777,1
1549.62,17,16,0,0.235,0.695,0
4002.55,12,226,0,0.207,0.648,0
3966.45,17,375,0,0.382,0.719,0
5165.26,5,115,1,0.417,0.824,0
4440.39,19,107,1,0.013,0.693,0
3798.09,9,123,1,0.53,0.448,0
2078.23,15,174,1,0.053,0.851,0
8096.01,2,490,1,0.51,0.598,0
965.16,3,110,0,0.239,0.739,0
3337.81,22,440,1,0.456,0.668,1
1890.17,22,14,0,0.531,0.74,0
7781.58,2,8,0,0.282,0.58,1
3918.42,17,117,0,0.063,0.894,0
229.78,17,221,2,0.176,0.74,0
3484.01,2,340,1,0.044,0.73,0
3033.05,5,36,0,0.237,0.421,0
6446.94,12,212,1,0.23,0.776,0
3607.98,5,375,0,0.516,0.763,1
4574.87,6,139,0,0.027,0.707,0
13086.23,12,9,1,0.169,0.923,0
9183.58,6,245,0,0.227,0.762,0
3239.56,0,453,2,0.34,0.867,1
5703.77,22,88,1,0.366,0.742,0
1895.31,16,239,0,0.22,0.826,0
3964.7,18,10,1,0.358,0.662,0
3643.42,19,162,0,0.532,0.759,0
1259.51,21,47,1,0.222,0.752,0
3163.06,10,194,0,0.232,0.946,0
3174.89,19,43,2,0.174,0.692,0
3348.8,12,58,1,0.117,0.753,1
2739.29,3,48,0,0.113,0.761,0
2502.26,21,168,2,0.052,0.911,1
7892.15,3,8,0,0.102,0.799,0
4895.18,5,272,0,0.17,0.727,0
3743.89,2,170,0,0.039,0.392,1
1787.95,7,164,1,0.297,0.473,0
6999.45,21,508,0,0.32,0.607,0
7842.22,1,53,0,0.131,0.606,0
479.43,20,247,0,0.562,0.612,0
398.3,14,230,0,0.487,0.598,1
2456.6,14,144,1,0.352,0.591,1
2843.71,21,2,2,0.443,0.703,0
1525.08,5,87,1,0.38,0.597,0
1574.59,14,7,0,0.156,0.729,0
184.7,22,10,0,0.643,0.658,1
8467.74,14,211,1,0.051,0.713,0
2976.51,12,62,0,0.427,0.699,0
4269.2,6,29,0,0.584,0.862,0
3634.73,4,176,0,0.165,0.82,0
1772.92,7,387,1,0.434,0.658,0
2767.96,5,108,0,0.271,0.735,1
10057.46,3,171,0,0.466,0.653,0
1887.61,0,211,2,0.394,0.227,0
2351.56,16,26,1,0.268,0.439,0
4911.26,15,276,0,0.291,0.743,0
454.36,10,177,1,0.281,0.7,0
3091.12,5,844,0,0.1,0.884,1
2304.78,20,17,0,0.326,0.856,0
2232.45,18,575,0,0.343,0.629,1
942.61,11,84,0,0.439,0.736,0
1608.17,21,126,1,0.364,0.723,0
2856.06,23,41,0,0.409,0.85,1
1294.59,4,915,1,0.121,0.503,1
2508.58,3,62,1,0.137,0.775,0
2690.56,7,46,0,0.5,0.79,0
1131.94,3,3,2,0.171,0.787,1
3419.27,7,257,0,0.317,0.55,1
3542.8,21,4,0,0.044,0.631,0
2298.35,9,44,0,0.105,0.872,0
3787.72,20,10,1,0.454,0.648,0
6952.45,0,141,1,0.324,0.549,0
1796.15,17,215,0,0.24,0.321,0
2634.19,22,253,0,0.077,0.602,0
4759.93,17,95,2,0.439,0.969,0
8628.97,15,31,1,0.247,0.817,0
1952.65,18,156,0,0.497,0.592,0
3086.34,6,4,2,0.322,0.62,1
516.87,18,85,3,0.508,0.858,0
5135.9,8,493,0,0.282,0.845,0
5430.04,8,323,0,0.406,0.564,0
3181.2,22,96,0,0.108,0.941,0
866.51,4,207,0,0.257,0.504,0
10287.84,17,97,0,0.141,0.816,0
3991.19,4,210,2,0.554,0.866,1
4378.22,4,459,2,0.283,0.962,0
5739.84,1,210,1,0.206,0.737,0
6909.13,8,104,2,0.172,0.715,0
1095.3,4,8,0,0.349,0.941,1
4802.43,7,57,0,0.185,0.768,0
961.46,21,88,0,0.405,0.967,0
4741.38,23,238,0,0.261,0.561,0
4664.02,11,67,0,0.072,0.912,1
3618.45,2,382,0,0.144,0.631,0
3159.23,12,407,1,0.568,0.737,1
907.82,13,160,0,0.237,0.953,1
8359.61,2,303,1,0.717,0.841,0
16124.29,9,178,0,0.178,0.892,0
13019.11,15,181,2,0.32,0.669,1
5858.79,14,168,0,0.208,0.802,0
3320.13,16,195,0,0.387,0.676,0
6052.78,20,113,0,0.184,0.492,0
5618.73,18,191,0,0.322,0.776,0
2318.41,20,76,0,0.198,0.949,0
1237.75,4,251,1,0.182,0.681,0
1917.2,21,113,0,0.184,0.886,0
1174.81,7,178,2,0.228,0.69,0
2176.29,16,400,0,0.243,0.726,0
11016.62,23,11,0,0.171,0.403,0
3741.4,20,709,0,0.389,0.871,1
5276.28,11,454,0,0.313,0.646,1
10502.05,10,144,2,0.096,0.813,0
2767.07,7,226,0,0.247,0.747,0
4510.47,10,139,1,0.333,0.692,0
6272.23,12,310,1,0.264,0.707,0
250.04,14,32,0,0.245,0.926,0
3839.4,1,77,0,0.366,0.63,0
2807.76,20,237,0,0.092,0.919,0
2997.64,20,286,1,0.243,0.653,0
1653.05,15,339,1,0.307,0.948,0
339.46,17,80,0,0.039,0.771,0
8119.85,14,146,0,0.334,0.373,0
2006.88,22,54,1,0.206,0.383,1
3351.13,0,175,0,0.647,0.591,0
2557.2,6,261,0,0.256,0.5,0
4229.24,11,2,1,0.257,0.622,0
3537.51,2,1,0,0.61,0.441,0
10549.84,2,109,1,0.656,0.836,0
1615.35,15,107,0,0.239,0.574,1
1807.54,20,163,0,0.184,0.804,0
940.04,8,101,0,0.553,0.808,0
1715.7,2,233,0,0.673,0.807,0
5399.53,19,75,0,0.216,0.641,0
1052.73,7,42,0,0.39,0.845,1
10178.42,15,299,1,0.191,0.867,1
5101.5,5,59,0,0.104,0.295,0
4254.99,21,210,0,0.027,0.855,0
2035.08,13,13,2,0.098,0.718,0
8989.21,22,310,0,0.099,0.458,0
3726.67,22,54,0,0.276,0.657,0
2948.25,5,101,0,0.492,0.461,1
3475.47,18,223,1,0.042,0.66,0
1946.77,11,25,0,0.116,0.408,0
4843.21,15,46,1,0.537,0.754,0
2796.25,21,99,0,0.238,0.891,0
2327.87,1,73,1,0.106,0.671,0
5988.89,8,78,1,0.193,0.496,0
2341.69,8,5,1,0.371,0.885,0
9044.72,3,154,1,0.168,0.409,0
4254.19,22,40,0,0.404,0.743,1
9107.94,23,787,1,0.178,0.594,1
2619.14,2,29,1,0.449,0.856,0
4065.04,11,583,0,0.38,0.535,0
1133.32,12,289,1,0.225,0.917,1
2778.3,20,73,1,0.306,0.585,0
3731.83,19,175,2,0.142,0.868,0
1692.28,21,159,1,0.423,0.78,0
4005.57,18,2,0,0.359,0.789,0
3317.02,15,296,1,0.16,0.847,1
1246.1,11,399,1,0.248,0.629,0
1403.99,13,553,0,0.575,0.265,0
8675.48,2,15,0,0.407,0.81,1
1466.24,11,190,1,0.142,0.913,0
2882.02,0,418,0,0.159,0.836,0
14978.28,2,125,0,0.512,0.516,1
1229.13,15,23,1,0.238,0.757,0
3954.17,4,45,1,0.104,0.616,1
9706.98,14,294,0,0.283,0.653,0
5792.35,3,72,0,0.057,0.517,0
5888.45,19,475,1,0.558,0.74,0
7963.91,10,9,0,0.052,0.534,0
4969.57,9,142,1,0.441,0.745,0
2701.26,22,407,1,0.102,0.933,0
4124.35,14,847,3,0.505,0.87,0
4080.52,22,58,0,0.193,0.631,0
3011.93,12,404,0,0.324,0.878,0
453.58,10,25,0,0.125,0.727,1
2168.76,20,67,0,0.656,0.633,0
7183.41,12,275,3,0.251,0.936,0
1580.0,5,311,1,0.156,0.541,0
7138.39,0,503,0,0.502,0.699,0
1882.94,21,35,0,0.075,0.429,0
4611.97,0,808,0,0.05,0.92,0
2260.23,9,175,1,0.226,0.719,0
2240.92,8,30,2,0.627,0.842,0
956.37,15,157,0,0.565,0.817,0
5440.66,21,416,0,0.373,0.772,0
1938.32,15,74,1,0.186,0.905,0
1474.39,7,93,0,0.249,0.706,0
1992.47,17,21,0,0.304,0.61,0
2722.79,21,61,1,0.056,0.761,0
1798.89,7,174,1,0.337,0.783,0
3029.55,3,237,1,0.223,0.632,0
6304.53,4,217,0,0.308,0.795,0
3211.05,11,44,0,0.254,0.749,0
5124.91,20,23,1,0.166,0.887,0
10461.97,9,656,0,0.538,0.938,0
1532.86,17,40,0,0.045,0.523,0
6717.38,6,253,1,0.412,0.875,0
3359.34,9,43,0,0.26,0.732,0
5606.93,20,53,1,0.71,0.509,0
2843.4,16,24,0,0.31,0.795,0
4299.04,15,501,0,0.306,0.71,0
1990.3,2,469,1,0.199,0.601,0
2127.92,10,30,2,0.15,0.672,0
1849.47,8,229,0,0.076,0.347,0
2233.32,9,190,0,0.411,0.386,0
1727.85,21,51,0,0.058,0.909,0
2290.71,11,68,0,0.053,0.464,1
12465.4,16,151,0,0.375,0.389,0
3744.46,7,117,0,0.258,0.879,0
5408.43,13,89,0,0.314,0.908,0
2051.81,5,109,0,0.364,0.695,0
1195.92,15,184,0,0.21,0.815,0
3600.12,20,1,0,0.801,0.969,0
3013.27,5,257,0,0.228,0.728,1
7665.64,20,61,0,0.293,0.602,0
2201.55,11,518,1,0.295,0.545,0
6559.18,17,485,0,0.246,0.42,0
5688.8,23,15,0,0.862,0.737,0
129.11,14,113,1,0.233,0.701,0
757.81,17,118,0,0.366,0.637,0
1240.74,3,140,0,0.836,0.821,0
6820.0,14,17,1,0.127,0.859,1
1341.18,6,147,1,0.013,0.725,0
5038.47,4,147,0,0.237,0.746,0
2575.2,6,329,0,0.385,0.505,0
2298.29,4,376,0,0.312,0.82,0
4354.75,19,20,1,0.372,0.727,1
1866.85,9,148,1,0.288,0.878,0
2687.83,9,53,1,0.404,0.656,0
2378.87,22,81,0,0.16,0.827,0
12249.33,17,207,1,0.204,0.533,1
397.2,0,28,1,0.348,0.754,1
1628.07,4,439,0,0.048,0.622,0
7135.16,15,532,0,0.464,0.878,0
6444.56,18,57,0,0.444,0.831,0
4266.29,12,62,0,0.296,0.542,0
1227.56,6,38,1,0.23,0.267,0
11142.49,17,104,1,0.292,0.689,0
2081.7,22,18,2,0.239,0.657,0
3600.22,15,22,1,0.271,0.672,0
1236.42,2,56,0,0.206,0.499,0
1533.61,14,66,1,0.202,0.774,0
7924.96,8,663,0,0.019,0.377,0
14505.82,2,6,1,0.071,0.655,1
190.86,13,250,1,0.314,0.767,0
4047.66,22,1495,0,0.331,0.588,0
1908.24,11,174,0,0.178,0.814,1
1964.51,12,130,1,0.14,0.875,0
3265.97,8,496,0,0.182,0.617,0
5806.14,15,145,0,0.089,0.779,0
7593.86,4,48,0,0.457,0.679,0
1429.46,15,133,1,0.018,0.912,0
4769.81,17,70,3,0.138,0.662,0
4584.65,3,431,0,0.235,0.532,1
1687.62,2,102,2,0.422,0.912,0
2445.82,0,1,0,0.158,0.624,1
321.34,19,448,0,0.291,0.79,1
2513.53,0,6,0,0.231,0.728,1
3674.01,16,185,3,0.322,0.847,0
5103.43,19,6,0,0.199,0.926,0
5518.7,6,324,0,0.239,0.819,0
1572.57,20,159,0,0.084,0.469,0
2110.26,7,37,0,0.202,0.918,0
621.97,6,123,0,0.293,0.964,0
2281.84,6,402,0,0.282,0.464,0
2762.47,17,135,0,0.257,0.763,0
3667.82,14,97,1,0.515,0.595,0
3944.96,19,786,1,0.216,0.648,1
3592.92,22,192,0,0.223,0.845,0
555.85,18,75,1,0.056,0.587,1
8881.81,18,155,1,0.3,0.811,0
3057.83,14,271,2,0.212,0.49,0
4625.96,14,393,1,0.411,0.674,0
5366.38,17,325,1,0.152,0.6,1
3064.18,6,32,1,0.533,0.804,0
1321.13,13,163,0,0.296,0.766,1
3973.63,2,152,0,0.103,0.506,0
1046.72,17,20,1,0.088,0.338,0
2506.49,21,56,1,0.299,0.786,0
8617.07,5,5,0,0.201,0.589,0
1728.89,18,193,0,0.177,0.72,0
2216.95,15,75,1,0.467,0.592,0
2601.55,22,69,0,0.551,0.577,0
5451.89,10,6,1,0.211,0.858,0
4966.11,22,208,0,0.122,0.632,0
2662.38,17,93,0,0.209,0.798,0
9021.83,12,498,1,0.385,0.733,0
4495.05,2,371,1,0.69,0.687,0
3026.17,10,35,0,0.239,0.706,0
4807.58,1,188,1,0.181,0.827,0
3610.11,13,182,0,0.199,0.706,1
4058.92,23,83,1,0.374,0.63,0
519.47,5,29,0,0.14,0.85,0
2004.59,4,111,0,0.351,0.822,0
6623.46,12,148,0,0.147,0.863,0
2068.46,17,182,1,0.246,0.847,1
1331.16,15,26,2,0.484,0.688,0
3522.17,13,167,0,0.339,0.728,0
1967.75,1,600,1,0.164,0.963,0
4251.32,10,45,0,0.136,0.485,0
1016.91,5,145,0,0.527,0.763,0
5107.95,4,558,0,0.154,0.467,0
4805.07,14,421,0,0.178,0.941,0
3988.09,17,90,0,0.197,0.632,0
7958.73,0,22,2,0.198,0.748,1
1204.92,2,8,0,0.206,0.631,0
2676.03,7,589,0,0.099,0.456,0
3249.91,21,52,0,0.2,0.258,0
1950.93,3,59,0,0.309,0.962,0
1346.27,10,30,1,0.09,0.514,0
4852.59,10,803,0,0.358,0.683,0
934.92,23,274,0,0.209,0.774,0
751.7,13,226,0,0.102,0.664,0
6428.28,17,363,1,0.156,0.863,0
4543.7,6,206,1,0.067,0.707,0
3877.96,20,126,0,0.298,0.527,0
7831.7,12,59,0,0.383,0.955,0
11536.14,15,253,0,0.183,0.718,1
7642.1,19,515,0,0.517,0.787,0
2057.05,18,23,1,0.222,0.843,0
9398.1,12,1,0,0.157,0.75,0
2338.37,22,63,1,0.231,0.649,0
1752.37,17,53,0,0.131,0.703,0
2853.81,11,37,0,0.328,0.755,0
5487.92,4,59,0,0.067,0.494,0
2402.86,21,9,0,0.393,0.474,0
2254.37,12,384,1,0.353,0.89,0
8837.39,6,199,0,0.4,0.713,1
5496.57,8,100,1,0.513,0.599,0
4600.7,18,175,1,0.257,0.956,0
5066.62,8,3,0,0.111,0.853,0
2149.37,6,4,0,0.181,0.687,0
1586.09,5,55,1,0.339,0.709,0
1771.3,22,516,0,0.378,0.888,1
10136.79,3,280,0,0.152,0.869,0
5003.57,15,279,1,0.268,0.706,0
2774.16,7,112,0,0.228,0.635,0
5020.46,23,436,0,0.41,0.825,0
4694.68,3,99,0,0.237,0.406,0
3438.78,7,255,0,0.205,0.497,0
3676.63,17,189,0,0.325,0.898,0
1504.9,0,218,1,0.29,0.537,0
4322.57,10,86,0,0.143,0.729,0
4500.1,7,106,0,0.278,0.821,0
2901.89,23,60,0,0.17,0.759,0
4403.44,6,123,1,0.107,0.842,1
2667.0,19,2,0,0.32,0.803,0
2483.66,22,455,1,0.485,0.823,1
4563.82,5,827,0,0.425,0.687,1
3716.76,3,42,0,0.151,0.84,0
1473.83,3,89,1,0.111,0.874,0
1029.41,20,35,0,0.534,0.861,0
5557.58,20,115,0,0.331,0.904,1
2179.35,9,121,1,0.117,0.688,1
2689.5,15,290,0,0.353,0.774,0
4654.62,20,149,0,0.237,0.823,0
3013.65,19,123,0,0.19,0.821,0
6477.41,23,144,0,0.066,0.909,0
2849.43,9,121,0,0.152,0.867,1
5354.85,14,8,0,0.218,0.698,0
7380.69,11,151,0,0.097,0.723,0
257.84,20,388,1,0.258,0.706,0
547.6,15,857,0,0.317,0.775,0
2326.24,10,172,0,0.129,0.678,0
1355.89,21,124,0,0.371,0.913,1
4065.84,8,102,0,0.177,0.734,0
2458.59,16,13,1,0.287,0.751,1
475.32,5,34,0,0.451,0.73,0
3468.77,7,247,1,0.259,0.93,0
8290.74,17,516,1,0.374,0.685,0
907.2,0,25,1,0.672,0.76,1
2855.82,11,586,1,0.123,0.624,0
527.14,3,118,1,0.614,0.531,0
11959.96,15,72,0,0.134,0.776,0
3674.26,18,33,1,0.425,0.656,0
2202.53,11,295,1,0.331,0.754,0
3635.36,1,72,0,0.166,0.843,0
1605.04,7,136,0,0.465,0.597,0
1933.33,15,303,0,0.621,0.689,0
3823.04,21,394,1,0.191,0.728,0
1979.48,23,6,1,0.2,0.681,0
1999.78,8,44,0,0.528,0.884,0
3538.35,19,120,0,0.516,0.815,1
751.54,11,9,1,0.191,0.815,1
5885.81,21,64,1,0.372,0.617,0
10066.43,13,84,0,0.275,0.617,0
1470.56,7,26,0,0.366,0.584,1
3526.67,8,760,1,0.076,0.893,0
5961.89,6,37,0,0.573,0.803,0
2909.72,6,18,0,0.084,0.63,1
4927.49,0,27,0,0.045,0.907,0
614.89,1,165,1,0.21,0.878,1
341.27,4,182,0,0.569,0.377,0
4160.77,22,142,0,0.211,0.979,0
1957.17,8,792,0,0.36,0.688,0
3369.82,9,103,0,0.343,0.457,0
3705.42,10,75,0,0.443,0.448,0
5188.74,6,138,0,0.03,0.725,0
1172.25,0,724,0,0.043,0.708,0
8858.96,9,5,1,0.253,0.751,0
3804.47,9,3,3,0.619,0.63,1
3647.59,5,40,1,0.077,0.582,0
2816.3,23,50,0,0.325,0.908,0
2528.38,1,17,1,0.195,0.893,1
6911.15,13,6,0,0.293,0.754,1
11765.33,13,268,0,0.272,0.763,0
6439.06,8,367,0,0.357,0.797,1
4440.46,17,1,1,0.437,0.876,0
3594.81,10,31,0,0.299,0.865,0
13768.39,16,3,0,0.411,0.644,0
7543.88,21,105,0,0.167,0.87,0
9122.96,4,129,2,0.575,0.785,1
5042.59,3,745,0,0.103,0.811,0
12711.02,1,280,1,0.449,0.883,0
2838.61,21,44,1,0.638,0.765,1
4381.22,17,261,0,0.116,0.879,0
6560.63,20,42,0,0.172,0.761,0
2217.0,8,35,0,0.13,0.847,0
5717.65,0,360,1,0.264,0.434,0
1527.22,15,122,0,0.397,0.668,0
2202.15,12,117,1,0.529,0.68,1
2786.04,6,56,0,0.214,0.714,0
8073.76,17,159,1,0.18,0.617,0
704.08,18,85,1,0.175,0.813,0
3861.26,11,174,2,0.879,0.587,1
6077.01,0,66,2,0.482,0.563,0
3060.9,7,15,1,0.123,0.831,0
15449.02,11,186,0,0.214,0.823,0
7060.35,9,237,0,0.242,0.658,0
3903.95,2,239,0,0.387,0.862,0
9995.18,2,77,1,0.233,0.614,0
4800.76,13,10,1,0.155,0.716,1
2626.08,4,7,0,0.594,0.582,1
786.38,5,31,0,0.231,0.869,0
3650.44,7,213,0,0.313,0.564,1
4563.59,7,89,0,0.176,0.523,0
6951.17,5,282,0,0.11,0.824,0
7640.72,22,135,0,0.164,0.878,0
5030.39,16,124,0,0.233,0.79,0
3361.91,9,312,0,0.043,0.857,1
1634.05,19,144,0,0.123,0.686,0
9652.85,21,54,0,0.175,0.628,0
450.56,11,106,0,0.334,0.936,0
8905.17,7,18,1,0.108,0.863,1
5570.95,22,243,0,0.196,0.836,0
7408.08,5,189,0,0.365,0.665,0
4129.68,14,172,0,0.428,0.536,0
3419.94,20,133,1,0.514,0.732,0
3346.46,4,86,1,0.557,0.579,1
4716.07,4,41,0,0.255,0.534,0
4634.06,4,79,1,0.466,0.456,0
5529.93,5,249,0,0.601,0.913,0
3014.65,4,168,1,0.27,0.54,0
1070.51,20,385,0,0.131,0.87,0
3893.58,0,316,0,0.286,0.902,0
2035.88,18,102,0,0.112,0.491,0
2201.12,16,47,0,0.399,0.934,0
4523.46,11,4,0,0.108,0.77,0
3303.22,15,221,0,0.099,0.782,0
2629.96,2,26,1,0.232,0.597,0
1725.53,16,682,0,0.352,0.997,0
1113.95,21,240,0,0.246,0.763,1
2150.59,5,164,1,0.183,0.68,0
6049.06,21,1,0,0.526,0.694,0
2066.73,22,106,1,0.491,0.717,0
7309.35,0,177,0,0.147,0.583,0
8014.11,9,264,0,0.21,0.558,0
410.07,9,134,0,0.268,0.704,0
8380.38,7,27,0,0.472,0.539,0
6703.29,11,123,1,0.264,0.851,0
2643.26,19,10,1,0.313,0.62,0
6523.28,17,61,1,0.122,0.421,0
4529.85,1,301,1,0.419,0.645,0
4398.33,23,14,0,0.143,0.576,0
6585.7,0,164,2,0.245,0.67,0
855.78,3,201,0,0.424,0.878,0
3165.17,12,444,0,0.322,0.502,0
3749.03,22,324,0,0.139,0.923,0
5033.46,11,206,1,0.268,0.692,0
6098.05,10,31,1,0.325,0.747,0
